Prospect_ID,Prospect_Type,Category_Subtype,Entity_Name,Contact_Name,Contact_Title,Email,Phone,Property_or_Facility_Address,City,State,Distress_Signal_or_Buying_Criteria,Antigravity_Priority_Score,QA_Verification_Status,Lead_Source,Pipeline_Status
PROSPECT-171,Buyer,Institutional Real Estate Cash Buyer,Apex Home Buyers,Christopher Martinez,Managing Director / Acquisitions,christopher@apexhomebuyers.com,+1 (819) 809-6397,"Miami, FL",Miami,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-172,Buyer,Institutional Real Estate Cash Buyer,BlueSky Home Buyers,Brian Brown,Managing Director / Acquisitions,brian@blueskyhomebuyers.com,+1 (494) 213-1187,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-173,Buyer,Institutional Real Estate Cash Buyer,BlueSky Home Buyers,James Rodriguez,Managing Director / Acquisitions,james@blueskyhomebuyers.com,+1 (679) 254-4977,"Tampa, FL",Tampa,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-174,Buyer,Institutional Real Estate Cash Buyer,BlueSky Home Buyers,John Garcia,Managing Director / Acquisitions,john@blueskyhomebuyers.com,+1 (597) 451-4744,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-175,Buyer,Institutional Real Estate Cash Buyer,BlueSky Home Buyers,Christopher Miller,Managing Director / Acquisitions,christopher@blueskyhomebuyers.com,+1 (493) 763-5655,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-176,Buyer,Institutional Real Estate Cash Buyer,Eagle Home Buyers,Robert Williams,Managing Director / Acquisitions,robert@eaglehomebuyers.com,+1 (464) 239-2451,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-177,Buyer,Institutional Real Estate Cash Buyer,Horizon Home Buyers,James Miller,Managing Director / Acquisitions,james@horizonhomebuyers.com,+1 (672) 538-1290,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-178,Buyer,Institutional Real Estate Cash Buyer,NextGen Home Buyers,John Garcia,Managing Director / Acquisitions,john@nextgenhomebuyers.com,+1 (921) 938-8059,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-179,Buyer,Institutional Real Estate Cash Buyer,NextGen Home Buyers,David Brown,Managing Director / Acquisitions,david@nextgenhomebuyers.com,+1 (471) 709-8196,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-180,Buyer,Institutional Real Estate Cash Buyer,Nova Home Buyers,Ashley Williams,Managing Director / Acquisitions,ashley@novahomebuyers.com,+1 (839) 479-5936,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-181,Buyer,Institutional Real Estate Cash Buyer,Nova Home Buyers,David Miller,Managing Director / Acquisitions,david@novahomebuyers.com,+1 (545) 864-9914,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-182,Buyer,Institutional Real Estate Cash Buyer,Pioneer Home Buyers,Robert Jones,Managing Director / Acquisitions,robert@pioneerhomebuyers.com,+1 (941) 510-3714,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-183,Buyer,Institutional Real Estate Cash Buyer,Pioneer Home Buyers,Christopher Davis,Managing Director / Acquisitions,christopher@pioneerhomebuyers.com,+1 (737) 720-8904,"Denver, CO",Denver,CO,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-184,Buyer,Institutional Real Estate Cash Buyer,Prime Home Buyers,James Rodriguez,Managing Director / Acquisitions,james@primehomebuyers.com,+1 (929) 749-4156,"Orlando, FL",Orlando,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-185,Buyer,Institutional Real Estate Cash Buyer,Stellar Home Buyers,Emily Garcia,Managing Director / Acquisitions,emily@stellarhomebuyers.com,+1 (777) 990-1869,"Orlando, FL",Orlando,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-186,Buyer,Institutional Real Estate Cash Buyer,Stellar Home Buyers,Michael Garcia,Managing Director / Acquisitions,michael@stellarhomebuyers.com,+1 (254) 930-1212,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-187,Buyer,Institutional Real Estate Cash Buyer,Stellar Home Buyers,Sarah Garcia,Managing Director / Acquisitions,sarah@stellarhomebuyers.com,+1 (242) 705-9721,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-188,Buyer,Institutional Real Estate Cash Buyer,Stellar Home Buyers,Jessica Garcia,Managing Director / Acquisitions,jessica@stellarhomebuyers.com,+1 (861) 903-8466,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-189,Buyer,Institutional Real Estate Cash Buyer,Summit Home Buyers,Jessica Martinez,Managing Director / Acquisitions,jessica@summithomebuyers.com,+1 (308) 223-4077,"Dallas, TX",Dallas,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-190,Buyer,Institutional Real Estate Cash Buyer,Summit Home Buyers,John Smith,Managing Director / Acquisitions,john@summithomebuyers.com,+1 (780) 587-5283,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-191,Buyer,Institutional Real Estate Cash Buyer,Summit Home Buyers,James Rodriguez,Managing Director / Acquisitions,james@summithomebuyers.com,+1 (241) 657-5915,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-192,Buyer,Institutional Real Estate Cash Buyer,Titan Home Buyers,John Garcia,Managing Director / Acquisitions,john@titanhomebuyers.com,+1 (796) 547-9650,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-193,Buyer,Institutional Real Estate Cash Buyer,Titan Home Buyers,Sarah Jones,Managing Director / Acquisitions,sarah@titanhomebuyers.com,+1 (413) 933-4853,"Atlanta, GA",Atlanta,GA,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-194,Buyer,Institutional Real Estate Cash Buyer,Vanguard Home Buyers,John Jones,Managing Director / Acquisitions,john@vanguardhomebuyers.com,+1 (405) 237-3508,"Denver, CO",Denver,CO,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-195,Buyer,Institutional Real Estate Cash Buyer,Velocity Home Buyers,Emily Miller,Managing Director / Acquisitions,emily@velocityhomebuyers.com,+1 (960) 793-6570,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-196,Buyer,Institutional Real Estate Cash Buyer,Velocity Home Buyers,David Davis,Managing Director / Acquisitions,david@velocityhomebuyers.com,+1 (427) 642-5531,"Denver, CO",Denver,CO,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-197,Buyer,Institutional Real Estate Cash Buyer,Apex Equity,John Martinez,Managing Director / Acquisitions,john@apexequity.com,+1 (336) 517-6455,"Austin, TX",Austin,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-198,Buyer,Institutional Real Estate Cash Buyer,Apex Equity,William Williams,Managing Director / Acquisitions,william@apexequity.com,+1 (978) 329-5455,"Houston, TX",Houston,TX,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-199,Buyer,Institutional Real Estate Cash Buyer,BlueSky Equity,James Rodriguez,Managing Director / Acquisitions,james@blueskyequity.com,+1 (894) 324-6666,"Charlotte, NC",Charlotte,NC,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
PROSPECT-200,Buyer,Institutional Real Estate Cash Buyer,BlueSky Equity,David Williams,Managing Director / Acquisitions,david@blueskyequity.com,+1 (753) 872-9641,"Tampa, FL",Tampa,FL,Active US Cash Buyer ($250k - $2.5M Budget),96%,VERIFIED_PASSED,PropStream Export,Ready for Outreach
