Prospect_ID,Prospect_Type,Category_Subtype,Entity_Name,Contact_Name,Phone,Email,Property_or_Facility_Address,City,State,Distress_Signal_or_Buying_Criteria,Antigravity_Priority_Score,Pipeline_Status
PROSPECT-224,Seller,Motivated Homeowner,Private Residential Owner,Kenneth Thompson,+1 (312) 555-3912,kenneth.thompson83@outlook.com,4808 Park Ave,Chicago,IL,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $692,000)",91%,Found
PROSPECT-225,Seller,Motivated Homeowner,Private Residential Owner,Joshua White,+1 (702) 555-3925,joshua.white90@outlook.com,4825 Washington St,Las Vegas,NV,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $693,750)",99%,Found
PROSPECT-226,Seller,Motivated Homeowner,Private Residential Owner,Kevin Harris,+1 (704) 555-3938,kevin.harris97@outlook.com,4842 Cedar Ln,Charlotte,NC,"Tax Delinquent / Vacant Residential Property (Est. ARV: $695,500)",98%,Found
PROSPECT-227,Seller,Motivated Homeowner,Private Residential Owner,Brian Sanchez,+1 (206) 555-3951,brian.sanchez5@outlook.com,4859 Pine St,Seattle,WA,"Absentee Owner / High Equity Single-Family (Est. ARV: $697,250)",97%,Found
PROSPECT-228,Seller,Motivated Homeowner,Private Residential Owner,George Clark,+1 (303) 555-3964,george.clark12@outlook.com,4876 Elm St,Denver,CO,"Probate / Inherited Property Requiring Rehab (Est. ARV: $699,000)",96%,Found
PROSPECT-229,Seller,Motivated Homeowner,Private Residential Owner,Edward Ramirez,+1 (615) 555-3977,edward.ramirez19@outlook.com,4893 View Rd,Nashville,TN,"Code Violation Notice / Deferred Maintenance (Est. ARV: $700,750)",95%,Found
PROSPECT-230,Seller,Motivated Homeowner,Private Residential Owner,Ronald Lewis,+1 (212) 555-3990,ronald.lewis26@outlook.com,4910 Lake Dr,New York,NY,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $702,500)",94%,Found
PROSPECT-231,Seller,Motivated Homeowner,Private Residential Owner,Timothy Robinson,+1 (214) 555-4003,timothy.robinson33@outlook.com,4927 Hillside Ave,Dallas,TX,"Relocation / As-Is Fast Cash Seller (Est. ARV: $704,250)",93%,Found
PROSPECT-232,Seller,Motivated Homeowner,Private Residential Owner,Jason Walker,+1 (214) 555-4016,jason.walker40@outlook.com,4944 Broadway,Austin,TX,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $706,000)",92%,Found
PROSPECT-233,Seller,Motivated Homeowner,Private Residential Owner,Jeffrey Young,+1 (214) 555-4029,jeffrey.young47@outlook.com,4961 Sunset Blvd,Houston,TX,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $707,750)",91%,Found
PROSPECT-234,Seller,Motivated Homeowner,Private Residential Owner,Ryan Allen,+1 (214) 555-4042,ryan.allen54@outlook.com,4978 Highland Ave,San Antonio,TX,"Tax Delinquent / Vacant Residential Property (Est. ARV: $709,500)",99%,Found
PROSPECT-235,Seller,Motivated Homeowner,Private Residential Owner,Jacob King,+1 (602) 555-4055,jacob.king61@outlook.com,4995 River Rd,Phoenix,AZ,"Absentee Owner / High Equity Single-Family (Est. ARV: $711,250)",98%,Found
PROSPECT-236,Seller,Motivated Homeowner,Private Residential Owner,Gary Wright,+1 (602) 555-4068,gary.wright68@outlook.com,5012 Center St,Scottsdale,AZ,"Probate / Inherited Property Requiring Rehab (Est. ARV: $713,000)",97%,Found
PROSPECT-237,Seller,Motivated Homeowner,Private Residential Owner,Nicholas Scott,+1 (602) 555-4081,nicholas.scott75@outlook.com,5029 Forest Dr,Mesa,AZ,"Code Violation Notice / Deferred Maintenance (Est. ARV: $714,750)",96%,Found
PROSPECT-238,Seller,Motivated Homeowner,Private Residential Owner,Eric Torres,+1 (305) 555-4094,eric.torres82@outlook.com,5046 Valley View St,Miami,FL,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $716,500)",95%,Found
PROSPECT-239,Seller,Motivated Homeowner,Private Residential Owner,Jonathan Nguyen,+1 (305) 555-4107,jonathan.nguyen89@outlook.com,5063 Chestnut St,Tampa,FL,"Relocation / As-Is Fast Cash Seller (Est. ARV: $718,250)",94%,Found
PROSPECT-240,Seller,Motivated Homeowner,Private Residential Owner,Stephen Hill,+1 (305) 555-4120,stephen.hill96@outlook.com,5080 Walnut St,Orlando,FL,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $720,000)",93%,Found
PROSPECT-241,Seller,Motivated Homeowner,Private Residential Owner,Larry Flores,+1 (305) 555-4133,larry.flores4@outlook.com,5097 Main St,Jacksonville,FL,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $721,750)",92%,Found
PROSPECT-242,Seller,Motivated Homeowner,Private Residential Owner,Justin Green,+1 (310) 555-4146,justin.green11@outlook.com,5114 Oak Ave,Los Angeles,CA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $723,500)",91%,Found
PROSPECT-243,Seller,Motivated Homeowner,Private Residential Owner,Scott Adams,+1 (310) 555-4159,scott.adams18@outlook.com,5131 Maple Dr,San Diego,CA,"Absentee Owner / High Equity Single-Family (Est. ARV: $725,250)",99%,Found
PROSPECT-244,Seller,Motivated Homeowner,Private Residential Owner,Brandon Nelson,+1 (310) 555-4172,brandon.nelson25@outlook.com,5148 Park Ave,Sacramento,CA,"Probate / Inherited Property Requiring Rehab (Est. ARV: $727,000)",98%,Found
PROSPECT-245,Seller,Motivated Homeowner,Private Residential Owner,Benjamin Baker,+1 (404) 555-4185,benjamin.baker32@outlook.com,5165 Washington St,Atlanta,GA,"Code Violation Notice / Deferred Maintenance (Est. ARV: $728,750)",97%,Found
PROSPECT-246,Seller,Motivated Homeowner,Private Residential Owner,Samuel Hall,+1 (404) 555-4198,samuel.hall39@outlook.com,5182 Cedar Ln,Savannah,GA,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $730,500)",96%,Found
PROSPECT-247,Seller,Motivated Homeowner,Private Residential Owner,Gregory Rivera,+1 (312) 555-4211,gregory.rivera46@outlook.com,5199 Pine St,Chicago,IL,"Relocation / As-Is Fast Cash Seller (Est. ARV: $732,250)",95%,Found
PROSPECT-248,Seller,Motivated Homeowner,Private Residential Owner,Frank Campbell,+1 (702) 555-4224,frank.campbell53@outlook.com,5216 Elm St,Las Vegas,NV,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $734,000)",94%,Found
PROSPECT-249,Seller,Motivated Homeowner,Private Residential Owner,Alexander Mitchell,+1 (704) 555-4237,alexander.mitchell60@outlook.com,5233 View Rd,Charlotte,NC,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $735,750)",93%,Found
PROSPECT-250,Seller,Motivated Homeowner,Private Residential Owner,Raymond Carter,+1 (206) 555-4250,raymond.carter67@outlook.com,5250 Lake Dr,Seattle,WA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $737,500)",92%,Found
PROSPECT-251,Seller,Motivated Homeowner,Private Residential Owner,Stephanie Taylor,+1 (303) 555-4263,stephanie.taylor74@outlook.com,5267 Hillside Ave,Denver,CO,"Absentee Owner / High Equity Single-Family (Est. ARV: $739,250)",91%,Found
PROSPECT-252,Seller,Motivated Homeowner,Private Residential Owner,Michael Johnson,+1 (615) 555-4276,michael.johnson81@outlook.com,5284 Broadway,Nashville,TN,"Probate / Inherited Property Requiring Rehab (Est. ARV: $741,000)",99%,Found
PROSPECT-253,Seller,Motivated Homeowner,Private Residential Owner,David Smith,+1 (212) 555-4289,david.smith88@outlook.com,5301 Sunset Blvd,New York,NY,"Code Violation Notice / Deferred Maintenance (Est. ARV: $742,750)",98%,Found
PROSPECT-254,Seller,Motivated Homeowner,Private Residential Owner,Jennifer Williams,+1 (214) 555-4302,jennifer.williams95@outlook.com,5318 Highland Ave,Dallas,TX,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $744,500)",97%,Found
PROSPECT-255,Seller,Motivated Homeowner,Private Residential Owner,Robert Brown,+1 (214) 555-4315,robert.brown3@outlook.com,5335 River Rd,Austin,TX,"Relocation / As-Is Fast Cash Seller (Est. ARV: $746,250)",96%,Found
PROSPECT-256,Seller,Motivated Homeowner,Private Residential Owner,James Jones,+1 (214) 555-4328,james.jones10@outlook.com,5352 Center St,Houston,TX,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $748,000)",95%,Found
PROSPECT-257,Seller,Motivated Homeowner,Private Residential Owner,Patricia Garcia,+1 (214) 555-4341,patricia.garcia17@outlook.com,5369 Forest Dr,San Antonio,TX,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $749,750)",94%,Found
PROSPECT-258,Seller,Motivated Homeowner,Private Residential Owner,Linda Miller,+1 (602) 555-4354,linda.miller24@outlook.com,5386 Valley View St,Phoenix,AZ,"Tax Delinquent / Vacant Residential Property (Est. ARV: $751,500)",93%,Found
PROSPECT-259,Seller,Motivated Homeowner,Private Residential Owner,Elizabeth Davis,+1 (602) 555-4367,elizabeth.davis31@outlook.com,5403 Chestnut St,Scottsdale,AZ,"Absentee Owner / High Equity Single-Family (Est. ARV: $753,250)",92%,Found
PROSPECT-260,Seller,Motivated Homeowner,Private Residential Owner,William Rodriguez,+1 (602) 555-4380,william.rodriguez38@outlook.com,5420 Walnut St,Mesa,AZ,"Probate / Inherited Property Requiring Rehab (Est. ARV: $755,000)",91%,Found
PROSPECT-261,Seller,Motivated Homeowner,Private Residential Owner,Richard Martinez,+1 (305) 555-4393,richard.martinez45@outlook.com,5437 Main St,Miami,FL,"Code Violation Notice / Deferred Maintenance (Est. ARV: $756,750)",99%,Found
PROSPECT-262,Seller,Motivated Homeowner,Private Residential Owner,Joseph Hernandez,+1 (305) 555-4406,joseph.hernandez52@outlook.com,5454 Oak Ave,Tampa,FL,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $758,500)",98%,Found
PROSPECT-263,Seller,Motivated Homeowner,Private Residential Owner,Thomas Lopez,+1 (305) 555-4419,thomas.lopez59@outlook.com,5471 Maple Dr,Orlando,FL,"Relocation / As-Is Fast Cash Seller (Est. ARV: $760,250)",97%,Found
PROSPECT-264,Seller,Motivated Homeowner,Private Residential Owner,Charles Gonzalez,+1 (305) 555-4432,charles.gonzalez66@outlook.com,5488 Park Ave,Jacksonville,FL,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $762,000)",96%,Found
PROSPECT-265,Seller,Motivated Homeowner,Private Residential Owner,Christopher Wilson,+1 (310) 555-4445,christopher.wilson73@outlook.com,5505 Washington St,Los Angeles,CA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $763,750)",95%,Found
PROSPECT-266,Seller,Motivated Homeowner,Private Residential Owner,Daniel Anderson,+1 (310) 555-4458,daniel.anderson80@outlook.com,5522 Cedar Ln,San Diego,CA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $765,500)",94%,Found
PROSPECT-267,Seller,Motivated Homeowner,Private Residential Owner,Matthew Thomas,+1 (310) 555-4471,matthew.thomas87@outlook.com,5539 Pine St,Sacramento,CA,"Absentee Owner / High Equity Single-Family (Est. ARV: $767,250)",93%,Found
PROSPECT-268,Seller,Motivated Homeowner,Private Residential Owner,Anthony Taylor,+1 (404) 555-4484,anthony.taylor94@outlook.com,5556 Elm St,Atlanta,GA,"Probate / Inherited Property Requiring Rehab (Est. ARV: $769,000)",92%,Found
PROSPECT-269,Seller,Motivated Homeowner,Private Residential Owner,Donald Moore,+1 (404) 555-4497,donald.moore2@outlook.com,5573 View Rd,Savannah,GA,"Code Violation Notice / Deferred Maintenance (Est. ARV: $770,750)",91%,Found
PROSPECT-270,Seller,Motivated Homeowner,Private Residential Owner,Mark Jackson,+1 (312) 555-4510,mark.jackson9@outlook.com,5590 Lake Dr,Chicago,IL,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $772,500)",99%,Found
PROSPECT-271,Seller,Motivated Homeowner,Private Residential Owner,Paul Martin,+1 (702) 555-4523,paul.martin16@outlook.com,5607 Hillside Ave,Las Vegas,NV,"Relocation / As-Is Fast Cash Seller (Est. ARV: $774,250)",98%,Found
PROSPECT-272,Seller,Motivated Homeowner,Private Residential Owner,Steven Lee,+1 (704) 555-4536,steven.lee23@outlook.com,5624 Broadway,Charlotte,NC,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $776,000)",97%,Found
PROSPECT-273,Seller,Motivated Homeowner,Private Residential Owner,Andrew Perez,+1 (206) 555-4549,andrew.perez30@outlook.com,5641 Sunset Blvd,Seattle,WA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $777,750)",96%,Found
PROSPECT-274,Seller,Motivated Homeowner,Private Residential Owner,Kenneth Thompson,+1 (303) 555-4562,kenneth.thompson37@outlook.com,5658 Highland Ave,Denver,CO,"Tax Delinquent / Vacant Residential Property (Est. ARV: $779,500)",95%,Found
PROSPECT-275,Seller,Motivated Homeowner,Private Residential Owner,Joshua White,+1 (615) 555-4575,joshua.white44@outlook.com,5675 River Rd,Nashville,TN,"Absentee Owner / High Equity Single-Family (Est. ARV: $781,250)",94%,Found
PROSPECT-276,Seller,Motivated Homeowner,Private Residential Owner,Kevin Harris,+1 (212) 555-4588,kevin.harris51@outlook.com,5692 Center St,New York,NY,"Probate / Inherited Property Requiring Rehab (Est. ARV: $783,000)",93%,Found
PROSPECT-277,Seller,Motivated Homeowner,Private Residential Owner,Brian Sanchez,+1 (214) 555-4601,brian.sanchez58@outlook.com,5709 Forest Dr,Dallas,TX,"Code Violation Notice / Deferred Maintenance (Est. ARV: $784,750)",92%,Found
PROSPECT-278,Seller,Motivated Homeowner,Private Residential Owner,George Clark,+1 (214) 555-4614,george.clark65@outlook.com,5726 Valley View St,Austin,TX,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $786,500)",91%,Found
PROSPECT-279,Seller,Motivated Homeowner,Private Residential Owner,Edward Ramirez,+1 (214) 555-4627,edward.ramirez72@outlook.com,5743 Chestnut St,Houston,TX,"Relocation / As-Is Fast Cash Seller (Est. ARV: $788,250)",99%,Found
PROSPECT-280,Seller,Motivated Homeowner,Private Residential Owner,Ronald Lewis,+1 (214) 555-4640,ronald.lewis79@outlook.com,5760 Walnut St,San Antonio,TX,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $790,000)",98%,Found
PROSPECT-281,Seller,Motivated Homeowner,Private Residential Owner,Timothy Robinson,+1 (602) 555-4653,timothy.robinson86@outlook.com,5777 Main St,Phoenix,AZ,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $791,750)",97%,Found
PROSPECT-282,Seller,Motivated Homeowner,Private Residential Owner,Jason Walker,+1 (602) 555-4666,jason.walker93@outlook.com,5794 Oak Ave,Scottsdale,AZ,"Tax Delinquent / Vacant Residential Property (Est. ARV: $793,500)",96%,Found
PROSPECT-283,Seller,Motivated Homeowner,Private Residential Owner,Jeffrey Young,+1 (602) 555-4679,jeffrey.young1@outlook.com,5811 Maple Dr,Mesa,AZ,"Absentee Owner / High Equity Single-Family (Est. ARV: $795,250)",95%,Found
PROSPECT-284,Seller,Motivated Homeowner,Private Residential Owner,Ryan Allen,+1 (305) 555-4692,ryan.allen8@outlook.com,5828 Park Ave,Miami,FL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $797,000)",94%,Found
PROSPECT-285,Seller,Motivated Homeowner,Private Residential Owner,Jacob King,+1 (305) 555-4705,jacob.king15@outlook.com,5845 Washington St,Tampa,FL,"Code Violation Notice / Deferred Maintenance (Est. ARV: $798,750)",93%,Found
PROSPECT-286,Seller,Motivated Homeowner,Private Residential Owner,Gary Wright,+1 (305) 555-4718,gary.wright22@outlook.com,5862 Cedar Ln,Orlando,FL,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $800,500)",92%,Found
PROSPECT-287,Seller,Motivated Homeowner,Private Residential Owner,Nicholas Scott,+1 (305) 555-4731,nicholas.scott29@outlook.com,5879 Pine St,Jacksonville,FL,"Relocation / As-Is Fast Cash Seller (Est. ARV: $802,250)",91%,Found
PROSPECT-288,Seller,Motivated Homeowner,Private Residential Owner,Eric Torres,+1 (310) 555-4744,eric.torres36@outlook.com,5896 Elm St,Los Angeles,CA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $804,000)",99%,Found
PROSPECT-289,Seller,Motivated Homeowner,Private Residential Owner,Jonathan Nguyen,+1 (310) 555-4757,jonathan.nguyen43@outlook.com,5913 View Rd,San Diego,CA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $805,750)",98%,Found
PROSPECT-290,Seller,Motivated Homeowner,Private Residential Owner,Stephen Hill,+1 (310) 555-4770,stephen.hill50@outlook.com,5930 Lake Dr,Sacramento,CA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $807,500)",97%,Found
PROSPECT-291,Seller,Motivated Homeowner,Private Residential Owner,Larry Flores,+1 (404) 555-4783,larry.flores57@outlook.com,5947 Hillside Ave,Atlanta,GA,"Absentee Owner / High Equity Single-Family (Est. ARV: $809,250)",96%,Found
PROSPECT-292,Seller,Motivated Homeowner,Private Residential Owner,Justin Green,+1 (404) 555-4796,justin.green64@outlook.com,5964 Broadway,Savannah,GA,"Probate / Inherited Property Requiring Rehab (Est. ARV: $811,000)",95%,Found
PROSPECT-293,Seller,Motivated Homeowner,Private Residential Owner,Scott Adams,+1 (312) 555-4809,scott.adams71@outlook.com,5981 Sunset Blvd,Chicago,IL,"Code Violation Notice / Deferred Maintenance (Est. ARV: $812,750)",94%,Found
PROSPECT-294,Seller,Motivated Homeowner,Private Residential Owner,Brandon Nelson,+1 (702) 555-4822,brandon.nelson78@outlook.com,5998 Highland Ave,Las Vegas,NV,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $814,500)",93%,Found
PROSPECT-295,Seller,Motivated Homeowner,Private Residential Owner,Benjamin Baker,+1 (704) 555-4835,benjamin.baker85@outlook.com,6015 River Rd,Charlotte,NC,"Relocation / As-Is Fast Cash Seller (Est. ARV: $816,250)",92%,Found
PROSPECT-296,Seller,Motivated Homeowner,Private Residential Owner,Samuel Hall,+1 (206) 555-4848,samuel.hall92@outlook.com,6032 Center St,Seattle,WA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $818,000)",91%,Found
PROSPECT-297,Seller,Motivated Homeowner,Private Residential Owner,Gregory Rivera,+1 (303) 555-4861,gregory.rivera0@outlook.com,6049 Forest Dr,Denver,CO,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $819,750)",99%,Found
PROSPECT-298,Seller,Motivated Homeowner,Private Residential Owner,Frank Campbell,+1 (615) 555-4874,frank.campbell7@outlook.com,6066 Valley View St,Nashville,TN,"Tax Delinquent / Vacant Residential Property (Est. ARV: $821,500)",98%,Found
PROSPECT-299,Seller,Motivated Homeowner,Private Residential Owner,Alexander Mitchell,+1 (212) 555-4887,alexander.mitchell14@outlook.com,6083 Chestnut St,New York,NY,"Absentee Owner / High Equity Single-Family (Est. ARV: $823,250)",97%,Found
PROSPECT-300,Seller,Motivated Homeowner,Private Residential Owner,Raymond Carter,+1 (214) 555-4900,raymond.carter21@outlook.com,6100 Walnut St,Dallas,TX,"Probate / Inherited Property Requiring Rehab (Est. ARV: $825,000)",96%,Found
PROSPECT-301,Seller,Motivated Homeowner,Private Residential Owner,Stephanie Taylor,+1 (214) 555-4913,stephanie.taylor28@outlook.com,6117 Main St,Austin,TX,"Code Violation Notice / Deferred Maintenance (Est. ARV: $826,750)",95%,Found
PROSPECT-302,Seller,Motivated Homeowner,Private Residential Owner,Michael Johnson,+1 (214) 555-4926,michael.johnson35@outlook.com,6134 Oak Ave,Houston,TX,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $828,500)",94%,Found
PROSPECT-303,Seller,Motivated Homeowner,Private Residential Owner,David Smith,+1 (214) 555-4939,david.smith42@outlook.com,6151 Maple Dr,San Antonio,TX,"Relocation / As-Is Fast Cash Seller (Est. ARV: $830,250)",93%,Found
PROSPECT-304,Seller,Motivated Homeowner,Private Residential Owner,Jennifer Williams,+1 (602) 555-4952,jennifer.williams49@outlook.com,6168 Park Ave,Phoenix,AZ,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $832,000)",92%,Found
PROSPECT-305,Seller,Motivated Homeowner,Private Residential Owner,Robert Brown,+1 (602) 555-4965,robert.brown56@outlook.com,6185 Washington St,Scottsdale,AZ,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $833,750)",91%,Found
PROSPECT-306,Seller,Motivated Homeowner,Private Residential Owner,James Jones,+1 (602) 555-4978,james.jones63@outlook.com,6202 Cedar Ln,Mesa,AZ,"Tax Delinquent / Vacant Residential Property (Est. ARV: $835,500)",99%,Found
PROSPECT-307,Seller,Motivated Homeowner,Private Residential Owner,Patricia Garcia,+1 (305) 555-4991,patricia.garcia70@outlook.com,6219 Pine St,Miami,FL,"Absentee Owner / High Equity Single-Family (Est. ARV: $837,250)",98%,Found
PROSPECT-308,Seller,Motivated Homeowner,Private Residential Owner,Linda Miller,+1 (305) 555-5004,linda.miller77@outlook.com,6236 Elm St,Tampa,FL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $839,000)",97%,Found
PROSPECT-309,Seller,Motivated Homeowner,Private Residential Owner,Elizabeth Davis,+1 (305) 555-5017,elizabeth.davis84@outlook.com,6253 View Rd,Orlando,FL,"Code Violation Notice / Deferred Maintenance (Est. ARV: $840,750)",96%,Found
PROSPECT-310,Seller,Motivated Homeowner,Private Residential Owner,William Rodriguez,+1 (305) 555-5030,william.rodriguez91@outlook.com,6270 Lake Dr,Jacksonville,FL,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $842,500)",95%,Found
PROSPECT-311,Seller,Motivated Homeowner,Private Residential Owner,Richard Martinez,+1 (310) 555-5043,richard.martinez98@outlook.com,6287 Hillside Ave,Los Angeles,CA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $844,250)",94%,Found
PROSPECT-312,Seller,Motivated Homeowner,Private Residential Owner,Joseph Hernandez,+1 (310) 555-5056,joseph.hernandez6@outlook.com,6304 Broadway,San Diego,CA,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $846,000)",93%,Found
PROSPECT-313,Seller,Motivated Homeowner,Private Residential Owner,Thomas Lopez,+1 (310) 555-5069,thomas.lopez13@outlook.com,6321 Sunset Blvd,Sacramento,CA,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $847,750)",92%,Found
PROSPECT-314,Seller,Motivated Homeowner,Private Residential Owner,Charles Gonzalez,+1 (404) 555-5082,charles.gonzalez20@outlook.com,6338 Highland Ave,Atlanta,GA,"Tax Delinquent / Vacant Residential Property (Est. ARV: $849,500)",91%,Found
PROSPECT-315,Seller,Motivated Homeowner,Private Residential Owner,Christopher Wilson,+1 (404) 555-5095,christopher.wilson27@outlook.com,6355 River Rd,Savannah,GA,"Absentee Owner / High Equity Single-Family (Est. ARV: $851,250)",99%,Found
PROSPECT-316,Seller,Motivated Homeowner,Private Residential Owner,Daniel Anderson,+1 (312) 555-5108,daniel.anderson34@outlook.com,6372 Center St,Chicago,IL,"Probate / Inherited Property Requiring Rehab (Est. ARV: $853,000)",98%,Found
PROSPECT-317,Seller,Motivated Homeowner,Private Residential Owner,Matthew Thomas,+1 (702) 555-5121,matthew.thomas41@outlook.com,6389 Forest Dr,Las Vegas,NV,"Code Violation Notice / Deferred Maintenance (Est. ARV: $854,750)",97%,Found
PROSPECT-318,Seller,Motivated Homeowner,Private Residential Owner,Anthony Taylor,+1 (704) 555-5134,anthony.taylor48@outlook.com,6406 Valley View St,Charlotte,NC,"Divorce Settlement / Motivated Cash Liquidation (Est. ARV: $856,500)",96%,Found
PROSPECT-319,Seller,Motivated Homeowner,Private Residential Owner,Donald Moore,+1 (206) 555-5147,donald.moore55@outlook.com,6423 Chestnut St,Seattle,WA,"Relocation / As-Is Fast Cash Seller (Est. ARV: $858,250)",95%,Found
PROSPECT-320,Seller,Motivated Homeowner,Private Residential Owner,Mark Jackson,+1 (303) 555-5160,mark.jackson62@outlook.com,6440 Walnut St,Denver,CO,"Tired Landlord / Problem Tenant Eviction (Est. ARV: $860,000)",94%,Found
PROSPECT-321,Seller,Motivated Homeowner,Private Residential Owner,Paul Martin,+1 (615) 555-5173,paul.martin69@outlook.com,6457 Main St,Nashville,TN,"Pre-Foreclosure / High Equity Distressed (Est. ARV: $861,750)",93%,Found
PROSPECT-322,Seller,Motivated Homeowner,Private Residential Owner,Steven Lee,+1 (212) 555-5186,steven.lee76@outlook.com,6474 Oak Ave,New York,NY,"Tax Delinquent / Vacant Residential Property (Est. ARV: $863,500)",92%,Found
PROSPECT-323,Seller,Motivated Homeowner,Private Residential Owner,Andrew Perez,+1 (214) 555-5199,andrew.perez83@outlook.com,6491 Maple Dr,Dallas,TX,"Absentee Owner / High Equity Single-Family (Est. ARV: $865,250)",91%,Found
PROSPECT-324,Seller,Motivated Homeowner,Private Residential Owner,Kenneth Thompson,+1 (214) 555-5212,kenneth.thompson90@outlook.com,6508 Park Ave,Austin,TX,"Probate / Inherited Property Requiring Rehab (Est. ARV: $867,000)",99%,Found
PROSPECT-325,Seller,Motivated Homeowner,Private Residential Owner,Joshua White,+1 (214) 555-5225,joshua.white97@outlook.com,6525 Washington St,Houston,TX,"Code Violation Notice / Deferred Maintenance (Est. ARV: $868,750)",98%,Found
PROSPECT-326,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (214) 555-7542,marcus@apexequityholdings.com,"8194 Main St, Suite 578",Dallas,TX,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-327,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (214) 555-7559,sarah@blackstonecapital.com,"8213 Oak Ave, Suite 581",Austin,TX,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-328,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (214) 555-7576,jason@sunbeltcashacquisitions.com,"8232 Maple Dr, Suite 584",Houston,TX,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-329,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (214) 555-7593,amanda@lonestarpropertygroup.com,"8251 Park Ave, Suite 587",San Antonio,TX,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-330,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (602) 555-7610,david@horizonrealestateventures.com,"8270 Washington St, Suite 590",Phoenix,AZ,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-331,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (602) 555-7627,rachel@vanguardhomesfund.com,"8289 Cedar Ln, Suite 593",Scottsdale,AZ,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-332,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (602) 555-7644,carlos@blueskyassetpartners.com,"8308 Pine St, Suite 596",Mesa,AZ,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-333,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (305) 555-7661,emily@highlandresidentialcapital.com,"8327 Elm St, Suite 599",Miami,FL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-334,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (305) 555-7678,brandon@meridiancashbuyers.com,"8346 View Rd, Suite 102",Tampa,FL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
