lead_id,first_name,last_name,phone,email,company,address,city,state,zip,lead_type,distress_signal,motivation_profile,asking_price,est_equity,score,grade,source,status
TX-S-0065,Alexander,Kim,+18069419635,akim@gmail.com,,3754 Commerce Ct,Amarillo,TX,79142,Seller,Utility Shutoff,Behind on Mortgage Payments,922817,239163,58,C,Texas Lead Gen,NEW
TX-S-0101,Mark,Peterson,+18062822473,mark.peterson@aol.com,,9104 Creek Dr,Amarillo,TX,79167,Seller,Code Violation,Divorce Settlement Required,651693,132042,58,C,Texas Lead Gen,NEW
TX-S-0139,John,Torres,+18065439170,jtorres@gmail.com,,6016 Monroe Ct,Lubbock,TX,79478,Seller,Pre-Foreclosure,Property in Probate - Estate Settlement,152182,154857,58,C,Texas Lead Gen,NEW
TX-S-0046,Helen,Miller,+14322445201,helen40@aol.com,,8633 Meadow Ave,Midland,TX,79746,Seller,Tax Delinquent,Tired Landlord - Ready to Exit,483243,382713,57,C,Texas Lead Gen,NEW
TX-S-0068,Emily,Reed,+18177059154,ereed@outlook.com,,8472 Enterprise Blvd,Arlington,TX,76078,Seller,Bankruptcy,Property in Probate - Estate Settlement,203489,212373,57,C,Texas Lead Gen,NEW
TX-S-0084,Mary,Green,+14094463616,mary.green@aol.com,,801 Hill Ave,Beaumont,TX,77762,Seller,Condemned,Absentee Owner - Lives Out of State,306245,214662,57,C,Texas Lead Gen,NEW
TX-S-0111,Jack,Bennett,+14093062501,jack31@gmail.com,,1142 Spring Pkwy,Beaumont,TX,77787,Seller,Utility Shutoff,Behind on Mortgage Payments,472489,58058,57,C,Texas Lead Gen,NEW
TX-S-0112,Jerry,Stewart,+19156864729,jstewart@aol.com,,8453 Adams Ln,El Paso,TX,79938,Seller,Condemned,Property in Probate - Estate Settlement,927125,224169,57,C,Texas Lead Gen,NEW
TX-S-0116,Sandra,Howard,+19154052151,showard@aol.com,,6966 Washington Ln,El Paso,TX,79926,Seller,Bankruptcy,Financial Hardship - Needs Cash,560203,80181,57,C,Texas Lead Gen,NEW
TX-S-0017,Helen,Ramos,+18176295759,hramos@outlook.com,,785 Birch Ct,Arlington,TX,76022,Seller,Probate,Divorce Settlement Required,888224,211787,56,C,Texas Lead Gen,NEW
TX-S-0056,Elizabeth,Carter,+19723312045,elizabeth.carter@outlook.com,,2809 Lincoln St,McKinney,TX,75072,Seller,Pre-Foreclosure,Financial Hardship - Needs Cash,248756,147399,56,C,Texas Lead Gen,NEW
TX-S-0131,Helen,Clark,+19037063986,helen2@outlook.com,,1368 Washington Rd,Tyler,TX,75716,Seller,Code Violation,Job Relocation - Must Sell Fast,949684,295285,56,C,Texas Lead Gen,NEW
TX-S-0140,Jonathan,Morales,+13614766550,jonathan.morales@outlook.com,,8900 Chestnut Ct,Corpus Christi,TX,78416,Seller,Probate,Behind on Mortgage Payments,480685,103993,56,C,Texas Lead Gen,NEW
TX-S-0156,Zachary,Lee,+18174508283,zachary.lee@gmail.com,,9987 Sunset Ct,Arlington,TX,76012,Seller,Eviction,Property Needs Major Repairs,155321,350609,56,C,Texas Lead Gen,NEW
TX-S-0169,Andrew,King,+19154946392,aking@outlook.com,,1823 Jackson Ct,El Paso,TX,79974,Seller,Vacant Property,Divorce Settlement Required,209343,265787,56,C,Texas Lead Gen,NEW
TX-S-0182,Nathan,Brown,+12549235546,nathan55@yahoo.com,,9397 Maple Ln,Waco,TX,76705,Seller,Pre-Foreclosure,Tired Landlord - Ready to Exit,567007,115751,56,C,Texas Lead Gen,NEW
TX-S-0007,Elizabeth,Collins,+12147891065,ecollins@yahoo.com,,4060 Birch Dr,Dallas,TX,75223,Seller,Code Violation,Property Needs Major Repairs,906852,223008,55,C,Texas Lead Gen,NEW
TX-S-0078,Katherine,Alvarez,+14329118580,kalvarez@yahoo.com,,1349 Innovation Blvd,Midland,TX,79727,Seller,Pre-Foreclosure,Vacant Property - High Equity,268190,141938,55,C,Texas Lead Gen,NEW
TX-S-0114,Timothy,Rodriguez,+12144106430,timothy58@outlook.com,,2131 Jefferson Ln,Plano,TX,75057,Seller,Eviction,Tired Landlord - Ready to Exit,905910,328413,55,C,Texas Lead Gen,NEW
TX-S-0117,Nancy,Sanchez,+14097221617,nsanchez@outlook.com,,1280 River Blvd,Beaumont,TX,77740,Seller,Vacant Property,Inherited Family Estate (Probate),424106,77952,55,C,Texas Lead Gen,NEW
TX-S-0130,Laura,Collins,+19727228474,lcollins@aol.com,,4122 Jefferson Way,Frisco,TX,75034,Seller,Tax Delinquent,Absentee Owner - Lives Out of State,278444,371523,55,C,Texas Lead Gen,NEW
TX-S-0166,Joseph,Jimenez,+13616339986,jjimenez@outlook.com,,2787 Adams Pl,Corpus Christi,TX,78464,Seller,Condemned,Property in Probate - Estate Settlement,893059,117841,55,C,Texas Lead Gen,NEW
