lead_id,first_name,last_name,phone,email,company,address,city,state,state_code,zip,lead_type,distress_signal,motivation_profile,asking_price,est_equity,score,grade,source,status
NE-S-1503,Gloria,Jimenez,+14027341854,gloria.jimenez@gmail.com,,9964 Jackson St,Lincoln,Nebraska,NE,77076,Seller,Fire Damage,Inherited Family Estate (Probate),256792,126481,74,B,Nationwide Lead Gen,NEW
NH-S-1570,Michelle,Gutierrez,+16037961279,michelle.gutierrez@gmail.com,,6691 Vista Pkwy,Manchester,New Hampshire,NH,3165,Seller,High Equity,Out-of-State Absentee Landlord,784851,303991,74,B,Nationwide Lead Gen,NEW
NJ-S-1598,Janet,Bailey,+19089378611,janet.bailey@gmail.com,,1522 Sunrise Pl,Elizabeth,New Jersey,NJ,83572,Seller,Tax Delinquent,Distressed Property - Code Violations,701069,45991,74,B,Nationwide Lead Gen,NEW
NJ-S-1616,Ruth,Morris,+19735394220,ruth.morris@aol.com,,3379 Chestnut Rd,Newark,New Jersey,NJ,7111,Seller,Pre-Foreclosure,Out-of-State Absentee Landlord,623431,399415,74,B,Nationwide Lead Gen,NEW
NJ-S-1629,Amy,Price,+12013967182,amy.price@yahoo.com,,3351 Elm Ln,Jersey City,New Jersey,NJ,14348,Seller,Bankruptcy,Vacant Property - High Equity,369481,274456,74,B,Nationwide Lead Gen,NEW
NY-B-1760,Ruth,Rivera,+17185232531,ruth.rivera@outlook.com,Ruth Home Buyers,,New York City,New York,NY,,Buyer,,Fix & Flip,0,0,74,B,Nationwide Lead Gen,NEW
NC-S-1772,Susan,Cooper,+13369112714,susan.cooper@hotmail.com,,6109 Maple Ct,Greensboro,North Carolina,NC,16434,Seller,Condemned,Financial Hardship - Needs Cash,219874,279420,74,B,Nationwide Lead Gen,NEW
NC-S-1784,Debra,Green,+19194886154,debra.green@aol.com,,2631 Industrial Blvd,Raleigh,North Carolina,NC,57192,Seller,Bankruptcy,Inherited Family Estate (Probate),790749,69867,74,B,Nationwide Lead Gen,NEW
ND-B-1869,Yolanda,Turner,+17014911664,yolanda.turner@gmail.com,,,Bismarck,North Dakota,ND,,Buyer,,Fix & Flip,0,0,74,B,Nationwide Lead Gen,NEW
OH-S-1884,Cynthia,Ward,+14198279404,cynthia.ward@aol.com,,2705 Enterprise St,Toledo,Ohio,OH,48618,Seller,Probate,Distressed Property - Code Violations,372057,123921,74,B,Nationwide Lead Gen,NEW
OH-B-1945,Kathleen,Jackson,+15134081693,kathleen.jackson@yahoo.com,,,Cincinnati,Ohio,OH,,Buyer,,Buy and Hold,0,0,74,B,Nationwide Lead Gen,NEW
OK-S-1958,Larry,Murphy,+19185406986,larry.murphy@hotmail.com,,2424 Highland Ave,Tulsa,Oklahoma,OK,39299,Seller,Vacant Property,Tax Lien & Pre-Foreclosure Opportunity,884215,367464,74,B,Nationwide Lead Gen,NEW
OK-S-1959,Frank,Jones,+14054696568,frank.jones@gmail.com,,8911 Hill Ct,Norman,Oklahoma,OK,12412,Seller,Vacant Property,Distressed Property - Code Violations,287158,161058,74,B,Nationwide Lead Gen,NEW
OK-S-1998,Melissa,Gutierrez,+14056038510,melissa.gutierrez@gmail.com,,7323 Maple Pl,Oklahoma City,Oklahoma,OK,73127,Seller,Eviction,Behind on Mortgage Payments,690843,212594,74,B,Nationwide Lead Gen,NEW
OK-B-2002,Steven,Campbell,+19185253566,steven.campbell@yahoo.com,Steven Capital,,Broken Arrow,Oklahoma,OK,,Buyer,,REIT,0,0,74,B,Nationwide Lead Gen,NEW
OK-B-2006,Katherine,Sanchez,+19182525831,katherine.sanchez@gmail.com,Katherine Holdings,,Broken Arrow,Oklahoma,OK,,Buyer,,Wholesaler,0,0,74,B,Nationwide Lead Gen,NEW
OR-S-2049,Jonathan,Watson,+15413704873,jonathan.watson@outlook.com,,9358 Hill Rd,Eugene,Oregon,OR,90434,Seller,Code Violation,Property Needs Major Repairs,788375,340776,74,B,Nationwide Lead Gen,NEW
OR-B-2083,Michael,Thomas,+15417511926,michael.thomas@outlook.com,Michael Properties,,Bend,Oregon,OR,,Buyer,,Fix & Flip,0,0,74,B,Nationwide Lead Gen,NEW
PA-S-2104,Barbara,Alvarez,+12678925222,barbara.alvarez@gmail.com,,9636 Jackson Dr,Philadelphia,Pennsylvania,PA,19157,Seller,Probate,Absentee Owner - Lives Out of State,616631,182221,74,B,Nationwide Lead Gen,NEW
RI-B-2203,Henry,Stewart,+14018447133,henry.stewart@yahoo.com,,,Cranston,Rhode Island,RI,,Buyer,,Fix & Flip,0,0,74,B,Nationwide Lead Gen,NEW
SC-S-2229,Carol,Reed,+18644297915,carol.reed@outlook.com,,8161 Lincoln Pl,Greenville,South Carolina,SC,99234,Seller,Condemned,Divorce Settlement Required,392922,144122,74,B,Nationwide Lead Gen,NEW
SC-S-2242,George,Rogers,+18438068337,george.rogers@yahoo.com,,3116 Elm Pl,Myrtle Beach,South Carolina,SC,77030,Seller,Bankruptcy,Distressed Property - Code Violations,894497,85957,74,B,Nationwide Lead Gen,NEW
SC-B-2260,Timothy,Moore,+18438507610,timothy.moore@yahoo.com,Timothy Solutions,,Charleston,South Carolina,SC,,Buyer,,Fix & Flip,0,0,74,B,Nationwide Lead Gen,NEW
TX-S-2415,Steven,Ramos,+15123664413,steven.ramos@gmail.com,,7085 Industrial St,Austin,Texas,TX,14965,Seller,Judgment,Distressed Property - Code Violations,654054,199518,74,B,Nationwide Lead Gen,NEW
UT-S-2498,Yolanda,Rogers,+18013707654,yolanda.rogers@outlook.com,,9344 Sunset Ct,Provo,Utah,UT,49019,Seller,Fire Damage,Distressed Property - Code Violations,881162,301912,74,B,Nationwide Lead Gen,NEW
VT-S-2546,Debra,Kim,+18028639402,debra.kim@yahoo.com,,4778 Adams St,Rutland,Vermont,VT,44443,Seller,Bankruptcy,Out-of-State Absentee Landlord,173650,395092,74,B,Nationwide Lead Gen,NEW
WA-S-2669,Adam,Young,+12535102375,adam.young@hotmail.com,,2933 Pine Dr,Tacoma,Washington,WA,63667,Seller,Probate,Property Needs Major Repairs,457856,92131,74,B,Nationwide Lead Gen,NEW
WA-S-2680,Scott,Murphy,+12062476784,scott.murphy@aol.com,,375 Sunrise Ln,Seattle,Washington,WA,98198,Seller,Code Violation,Avoiding Foreclosure Auction,669457,328496,74,B,Nationwide Lead Gen,NEW
WA-B-2694,Pamela,Reed,+12534043951,pamela.reed@outlook.com,,,Tacoma,Washington,WA,,Buyer,,Property Manager,0,0,74,B,Nationwide Lead Gen,NEW
WA-B-2704,Maria,Brown,+12535696000,maria.brown@yahoo.com,Maria Investments,,Seattle,Washington,WA,,Buyer,,Developer,0,0,74,B,Nationwide Lead Gen,NEW
WV-S-2716,Kevin,Parker,+13047742952,kevin.parker@outlook.com,,7708 Summit Ln,Charleston,West Virginia,WV,25353,Seller,Eviction,Out-of-State Absentee Landlord,661290,43471,74,B,Nationwide Lead Gen,NEW
WV-S-2720,Stephanie,Sanchez,+13043569838,stephanie.sanchez@yahoo.com,,3503 Summit Pl,Parkersburg,West Virginia,WV,16632,Seller,Probate,Absentee Owner - Lives Out of State,611184,211308,74,B,Nationwide Lead Gen,NEW
WV-B-2738,Betty,Morales,+13047252165,betty.morales@yahoo.com,Betty Capital,,Charleston,West Virginia,WV,,Buyer,,Buy and Hold,0,0,74,B,Nationwide Lead Gen,NEW
WI-S-2754,Steven,White,+16085738459,steven.white@outlook.com,,1772 Madison Ave,Madison,Wisconsin,WI,73677,Seller,Lien,Property in Probate - Estate Settlement,712730,145764,74,B,Nationwide Lead Gen,NEW
WI-B-2809,Stephen,Myers,+19202385090,stephen.myers@yahoo.com,Stephen Capital,,Green Bay,Wisconsin,WI,,Buyer,,Buy and Hold,0,0,74,B,Nationwide Lead Gen,NEW
AL-S-0002,Sylvia,Collins,+16594636123,sylvia.collins@yahoo.com,,8336 Enterprise Way,Birmingham,Alabama,AL,35285,Seller,Lien,Inherited Family Estate (Probate),401614,190528,73,B,Nationwide Lead Gen,NEW
AL-B-0069,Tyler,Garcia,+12563828301,tyler.garcia@yahoo.com,Tyler Acquisitions,,Huntsville,Alabama,AL,,Buyer,,Developer,0,0,73,B,Nationwide Lead Gen,NEW
AK-S-0084,Daniel,Turner,+19073356352,daniel.turner@aol.com,,8136 Commerce Blvd,Fairbanks,Alaska,AK,66655,Seller,Absentee Owner,Out-of-State Absentee Landlord,800900,336692,73,B,Nationwide Lead Gen,NEW
AZ-S-0121,Margaret,Ruiz,+14806369785,margaret.ruiz@gmail.com,,3557 Sunrise Ln,Phoenix,Arizona,AZ,85034,Seller,Code Violation,Avoiding Foreclosure Auction,475442,152788,73,B,Nationwide Lead Gen,NEW
AR-S-0191,Frank,Rodriguez,+14794793717,frank.rodriguez@gmail.com,,7062 Cedar Way,Fayetteville,Arkansas,AR,84692,Seller,Bankruptcy,Property Needs Major Repairs,294841,236134,73,B,Nationwide Lead Gen,NEW
AR-B-0208,Judy,Baker,+15014355052,judy.baker@outlook.com,Judy Solutions,,Little Rock,Arkansas,AR,,Buyer,,Cash Buyer,0,0,73,B,Nationwide Lead Gen,NEW
CA-S-0223,Shirley,Reyes,+16193858834,shirley.reyes@yahoo.com,,1186 Summit Way,San Diego,California,CA,92120,Seller,Fire Damage,Property Needs Major Repairs,661336,347613,73,B,Nationwide Lead Gen,NEW
CA-S-0240,Frank,Taylor,+15109552767,frank.taylor@yahoo.com,,3999 Walnut Ave,Oakland,California,CA,57294,Seller,Probate,Tax Lien & Pre-Foreclosure Opportunity,789995,361124,73,B,Nationwide Lead Gen,NEW
CA-B-0273,Rebecca,Torres,+16196889504,rebecca.torres@yahoo.com,,,San Diego,California,CA,,Buyer,,Cash Buyer,0,0,73,B,Nationwide Lead Gen,NEW
CO-S-0294,Dennis,Kim,+13036436028,dennis.kim@hotmail.com,,1969 Jefferson Blvd,Denver,Colorado,CO,80275,Seller,Pre-Foreclosure,Inherited Property - Not Interested,849762,265274,73,B,Nationwide Lead Gen,NEW
CO-S-0310,Katherine,Alvarez,+19704872804,katherine.alvarez@gmail.com,,5572 Meadow Way,Fort Collins,Colorado,CO,25662,Seller,Eviction,Vacant Property - High Equity,341235,317176,73,B,Nationwide Lead Gen,NEW
CT-B-0421,Debra,Ramos,+12037071866,debra.ramos@yahoo.com,,,Stamford,Connecticut,CT,,Buyer,,Buy and Hold,0,0,73,B,Nationwide Lead Gen,NEW
FL-S-0479,Elena,Turner,+18503648829,elena.turner@outlook.com,,132 River Way,Tallahassee,Florida,FL,38717,Seller,Eviction,Avoiding Foreclosure Auction,617438,279332,73,B,Nationwide Lead Gen,NEW
GA-S-0547,Jeffrey,Richardson,+17064853331,jeffrey.richardson@outlook.com,,4733 Creek Ave,Columbus,Georgia,GA,88654,Seller,Bankruptcy,Financial Hardship - Needs Cash,127374,89415,73,B,Nationwide Lead Gen,NEW
GA-S-0564,Susan,Wright,+17703377411,susan.wright@gmail.com,,8449 Walnut St,Atlanta,Georgia,GA,30356,Seller,Code Violation,Job Relocation - Must Sell Fast,916571,235317,73,B,Nationwide Lead Gen,NEW
GA-S-0568,Margaret,Green,+17708222531,margaret.green@yahoo.com,,3174 Oak Ln,Atlanta,Georgia,GA,30336,Seller,Vacant Property,Financial Hardship - Needs Cash,448008,283847,73,B,Nationwide Lead Gen,NEW
GA-S-0585,Andrew,Ruiz,+14706261857,andrew.ruiz@hotmail.com,,9590 Jackson Way,Atlanta,Georgia,GA,30394,Seller,Pre-Foreclosure,Property in Probate - Estate Settlement,281051,310079,73,B,Nationwide Lead Gen,NEW
ID-S-0655,Barbara,Price,+12088602696,barbara.price@hotmail.com,,6547 Harrison Pl,Boise,Idaho,ID,83704,Seller,Judgment,Vacant Property - High Equity,877526,226474,73,B,Nationwide Lead Gen,NEW
IL-S-0690,Patrick,Williams,+13319135941,patrick.williams@yahoo.com,,2052 Valley Ln,Naperville,Illinois,IL,44750,Seller,Probate,Absentee Owner - Lives Out of State,275311,165367,73,B,Nationwide Lead Gen,NEW
IL-S-0704,Deborah,Flores,+13313084527,deborah.flores@outlook.com,,333 Creek Ct,Naperville,Illinois,IL,66290,Seller,Eviction,Tired Landlord - Ready to Exit,796589,256161,73,B,Nationwide Lead Gen,NEW
IL-B-0726,Samantha,Martin,+13314928966,samantha.martin@outlook.com,,,Naperville,Illinois,IL,,Buyer,,Fix & Flip,0,0,73,B,Nationwide Lead Gen,NEW
IN-S-0790,Janet,Chavez,+15743015573,janet.chavez@gmail.com,,4584 Walnut Dr,South Bend,Indiana,IN,96889,Seller,Condemned,Behind on Mortgage Payments,879692,76213,73,B,Nationwide Lead Gen,NEW
IA-S-0844,Timothy,Brooks,+15637549866,timothy.brooks@gmail.com,,1369 Jackson St,Davenport,Iowa,IA,71890,Seller,Condemned,Avoiding Foreclosure Auction,678362,128965,73,B,Nationwide Lead Gen,NEW
IA-B-0846,Zachary,Stewart,+15153912250,zachary.stewart@outlook.com,Zachary Solutions,,Des Moines,Iowa,IA,,Buyer,,Investor,0,0,73,B,Nationwide Lead Gen,NEW
KY-S-0918,Kathleen,Reed,+18599433588,kathleen.reed@outlook.com,,4063 Maple Way,Covington,Kentucky,KY,82624,Seller,Pre-Foreclosure,Property Needs Major Repairs,350372,382651,73,B,Nationwide Lead Gen,NEW
LA-S-0996,Patricia,Allen,+13377357135,patricia.allen@hotmail.com,,2814 Garden Blvd,Lafayette,Louisiana,LA,90396,Seller,Eviction,Vacant Property - High Equity,543942,209885,73,B,Nationwide Lead Gen,NEW
LA-B-1020,Frank,Mitchell,+15046417724,frank.mitchell@gmail.com,,,New Orleans,Louisiana,LA,,Buyer,,Fix & Flip,0,0,73,B,Nationwide Lead Gen,NEW
ME-S-1047,Jack,Clark,+12077993929,jack.clark@yahoo.com,,7347 Hickory Dr,Bangor,Maine,ME,82066,Seller,Vacant Property,Inherited Property - Not Interested,180009,179915,73,B,Nationwide Lead Gen,NEW
MD-B-1128,Adam,Gutierrez,+13019253194,adam.gutierrez@outlook.com,,,Gaithersburg,Maryland,MD,,Buyer,,Buy and Hold,0,0,73,B,Nationwide Lead Gen,NEW
MD-B-1129,Thomas,Collins,+13013573822,thomas.collins@gmail.com,Thomas Holdings,,Gaithersburg,Maryland,MD,,Buyer,,Buy and Hold,0,0,73,B,Nationwide Lead Gen,NEW
MA-S-1171,Nancy,Foster,+17749825271,nancy.foster@hotmail.com,,6623 Cedar Blvd,Worcester,Massachusetts,MA,15699,Seller,Eviction,Job Relocation - Must Sell Fast,284150,189778,73,B,Nationwide Lead Gen,NEW
MA-B-1205,John,Patel,+18572363659,john.patel@gmail.com,,,Boston,Massachusetts,MA,,Buyer,,Cash Buyer,0,0,73,B,Nationwide Lead Gen,NEW
MA-B-1208,Carlos,Reyes,+18575117618,carlos.reyes@yahoo.com,Carlos Acquisitions,,Boston,Massachusetts,MA,,Buyer,,REIT,0,0,73,B,Nationwide Lead Gen,NEW
MI-S-1218,Dorothy,Gomez,+13139301125,dorothy.gomez@yahoo.com,,4117 Lincoln Blvd,Detroit,Michigan,MI,48283,Seller,Lien,Tired Landlord - Ready to Exit,940828,363797,73,B,Nationwide Lead Gen,NEW
MN-S-1304,Angela,White,+16519084954,angela.white@hotmail.com,,5212 Business Ln,St. Paul,Minnesota,MN,25096,Seller,Pre-Foreclosure,Property in Probate - Estate Settlement,295058,312538,73,B,Nationwide Lead Gen,NEW
MN-S-1331,Christine,Robinson,+16129794467,christine.robinson@aol.com,,6073 Creek Blvd,Minneapolis,Minnesota,MN,55456,Seller,Fire Damage,Vacant Property - High Equity,630618,253265,73,B,Nationwide Lead Gen,NEW
MT-S-1474,George,Johnson,+14064817679,george.johnson@aol.com,,3478 Washington Pl,Great Falls,Montana,MT,63240,Seller,Lien,Vacant Property - High Equity,125809,350569,73,B,Nationwide Lead Gen,NEW
NE-S-1517,Alexander,Thompson,+14025176520,alexander.thompson@yahoo.com,,3706 Madison Blvd,Lincoln,Nebraska,NE,41948,Seller,Pre-Foreclosure,Job Relocation - Must Sell Fast,331957,107363,73,B,Nationwide Lead Gen,NEW
NJ-S-1612,Rebecca,Hall,+19733443764,rebecca.hall@hotmail.com,,2479 Summit Ct,Newark,New Jersey,NJ,7163,Seller,Pre-Foreclosure,Behind on Mortgage Payments,289708,393103,73,B,Nationwide Lead Gen,NEW
NJ-S-1636,Debra,Cox,+19732765946,debra.cox@aol.com,,8654 Ridge Rd,Newark,New Jersey,NJ,7156,Seller,Tax Delinquent,Out-of-State Absentee Landlord,445699,390063,73,B,Nationwide Lead Gen,NEW
NJ-B-1647,Larry,Gutierrez,+19084823635,larry.gutierrez@yahoo.com,Larry Capital,,Elizabeth,New Jersey,NJ,,Buyer,,Buy and Hold,0,0,73,B,Nationwide Lead Gen,NEW
NM-B-1686,Elizabeth,Smith,+15053671628,elizabeth.smith@gmail.com,,,Santa Fe,New Mexico,NM,,Buyer,,Property Manager,0,0,73,B,Nationwide Lead Gen,NEW
NY-S-1732,William,Gutierrez,+17168212651,william.gutierrez@outlook.com,,9130 Main Dr,Buffalo,New York,NY,14207,Seller,Pre-Foreclosure,Vacant Property - High Equity,598917,64341,73,B,Nationwide Lead Gen,NEW
NC-B-1838,Amy,Thompson,+13365005929,amy.thompson@gmail.com,Amy Investments,,Greensboro,North Carolina,NC,,Buyer,,Cash Buyer,0,0,73,B,Nationwide Lead Gen,NEW
NC-B-1845,Pamela,Lopez,+13369849520,pamela.lopez@yahoo.com,,,Greensboro,North Carolina,NC,,Buyer,,Developer,0,0,73,B,Nationwide Lead Gen,NEW
ND-S-1848,Jack,Richardson,+17018265611,jack.richardson@yahoo.com,,3206 Vista Pkwy,Fargo,North Dakota,ND,58198,Seller,Judgment,Distressed Property - Code Violations,340924,268413,73,B,Nationwide Lead Gen,NEW
OH-S-1897,Jennifer,Collins,+13306798364,jennifer.collins@yahoo.com,,6067 Lincoln Way,Akron,Ohio,OH,44807,Seller,Lien,Financial Hardship - Needs Cash,388074,255436,73,B,Nationwide Lead Gen,NEW
OH-S-1907,Raymond,Martinez,+12163212330,raymond.martinez@outlook.com,,5360 Washington Ct,Cleveland,Ohio,OH,82972,Seller,Vacant Property,Property in Probate - Estate Settlement,596312,91103,73,B,Nationwide Lead Gen,NEW
OH-B-1932,Rachel,Davis,+15137405170,rachel.davis@yahoo.com,Rachel Capital,,Cincinnati,Ohio,OH,,Buyer,,Wholesaler,0,0,73,B,Nationwide Lead Gen,NEW
OH-B-1938,Carmen,Ross,+12163332061,carmen.ross@gmail.com,Carmen Solutions,,Cleveland,Ohio,OH,,Buyer,,Buy and Hold,0,0,73,B,Nationwide Lead Gen,NEW
OK-S-1957,Melissa,Johnson,+19185037979,melissa.johnson@hotmail.com,,115 Meadow Blvd,Tulsa,Oklahoma,OK,29591,Seller,Lien,Divorce Settlement Required,581831,166067,73,B,Nationwide Lead Gen,NEW
OR-B-2077,Jacob,Collins,+15418225866,jacob.collins@gmail.com,,,Eugene,Oregon,OR,,Buyer,,Developer,0,0,73,B,Nationwide Lead Gen,NEW
PA-S-2111,Stephen,Ramos,+12159481893,stephen.ramos@gmail.com,,7102 Forest Pkwy,Philadelphia,Pennsylvania,PA,19142,Seller,Judgment,Vacant Property - High Equity,564558,278944,73,B,Nationwide Lead Gen,NEW
PA-S-2138,Heather,Brown,+14127772751,heather.brown@hotmail.com,,4761 Technology Blvd,Pittsburgh,Pennsylvania,PA,70858,Seller,Absentee Owner,Vacant Property - High Equity,777731,217218,73,B,Nationwide Lead Gen,NEW
PA-S-2142,Melissa,Johnson,+18787037937,melissa.johnson@outlook.com,,4305 Walnut Ave,Pittsburgh,Pennsylvania,PA,39816,Seller,Judgment,Inherited Family Estate (Probate),614681,249479,73,B,Nationwide Lead Gen,NEW
PA-S-2150,Charles,Clark,+14126829617,charles.clark@hotmail.com,,5266 Main Way,Pittsburgh,Pennsylvania,PA,48637,Seller,High Equity,Property Needs Major Repairs,932622,194245,73,B,Nationwide Lead Gen,NEW
PA-B-2152,Anthony,Davis,+18142386214,anthony.davis@outlook.com,Anthony Capital,,Erie,Pennsylvania,PA,,Buyer,,Developer,0,0,73,B,Nationwide Lead Gen,NEW
PA-B-2160,Donald,Hughes,+18147917668,donald.hughes@outlook.com,Donald Home Buyers,,Erie,Pennsylvania,PA,,Buyer,,Wholesaler,0,0,73,B,Nationwide Lead Gen,NEW
SC-S-2211,Heather,Price,+18438933306,heather.price@outlook.com,,5939 Sunrise Pkwy,Charleston,South Carolina,SC,29456,Seller,Pre-Foreclosure,Divorce Settlement Required,238490,68986,73,B,Nationwide Lead Gen,NEW
SC-S-2221,Peter,Gray,+18437875175,peter.gray@hotmail.com,,8755 Jackson Way,Charleston,South Carolina,SC,29454,Seller,Vacant Property,Avoiding Foreclosure Auction,262900,172793,73,B,Nationwide Lead Gen,NEW
SD-S-2287,George,Campbell,+16059623206,george.campbell@outlook.com,,2370 Birch Ln,Aberdeen,South Dakota,SD,48686,Seller,Lien,Divorce Settlement Required,382522,288518,73,B,Nationwide Lead Gen,NEW
SD-S-2291,Gary,Moore,+16057561257,gary.moore@yahoo.com,,6114 Lake Dr,Aberdeen,South Dakota,SD,39702,Seller,Bankruptcy,Property Needs Major Repairs,452482,318692,73,B,Nationwide Lead Gen,NEW
SD-S-2298,Donald,Patel,+16052299997,donald.patel@yahoo.com,,6513 Creek Ln,Rapid City,South Dakota,SD,28428,Seller,Lien,Vacant Property - High Equity,681568,44440,73,B,Nationwide Lead Gen,NEW
TN-S-2317,Debra,Taylor,+19016324706,debra.taylor@gmail.com,,6718 Madison Way,Memphis,Tennessee,TN,99599,Seller,Absentee Owner,Absentee Owner - Lives Out of State,879887,112898,73,B,Nationwide Lead Gen,NEW
TN-S-2360,Daniel,Diaz,+14233679503,daniel.diaz@gmail.com,,3698 Hill Pkwy,Chattanooga,Tennessee,TN,80995,Seller,Bankruptcy,Inherited Property - Not Interested,850183,372778,73,B,Nationwide Lead Gen,NEW
TX-S-2388,Jacob,Phillips,+17136176932,jacob.phillips@gmail.com,,1913 Valley Blvd,Houston,Texas,TX,77021,Seller,Bankruptcy,Avoiding Foreclosure Auction,846489,88237,73,B,Nationwide Lead Gen,NEW
UT-S-2464,Emily,Jimenez,+18012337612,emily.jimenez@gmail.com,,4839 River Way,West Valley City,Utah,UT,82934,Seller,Judgment,Tax Lien & Pre-Foreclosure Opportunity,408440,169979,73,B,Nationwide Lead Gen,NEW
UT-B-2515,Patrick,Rodriguez,+18013071683,patrick.rodriguez@outlook.com,Patrick Capital,,West Valley City,Utah,UT,,Buyer,,REIT,0,0,73,B,Nationwide Lead Gen,NEW
VT-S-2540,Ruth,Patel,+18025369290,ruth.patel@gmail.com,,9718 Vista St,Montpelier,Vermont,VT,29404,Seller,Bankruptcy,Tired Landlord - Ready to Exit,534280,82673,73,B,Nationwide Lead Gen,NEW
VT-S-2544,Matthew,Ruiz,+18024661958,matthew.ruiz@gmail.com,,9192 Sunset Dr,Burlington,Vermont,VT,5469,Seller,Fire Damage,Property Needs Major Repairs,627980,212739,73,B,Nationwide Lead Gen,NEW
VT-S-2551,Nathan,Robinson,+18022353261,nathan.robinson@yahoo.com,,4654 Lake St,Rutland,Vermont,VT,28557,Seller,Eviction,Inherited Family Estate (Probate),652284,229305,73,B,Nationwide Lead Gen,NEW
VT-B-2558,Judy,Thomas,+18024672886,judy.thomas@gmail.com,,,Rutland,Vermont,VT,,Buyer,,Cash Buyer,0,0,73,B,Nationwide Lead Gen,NEW
VA-S-2569,Catherine,Edwards,+17577698684,catherine.edwards@gmail.com,,1055 Sunrise Rd,Virginia Beach,Virginia,VA,23460,Seller,Utility Shutoff,Vacant Property - High Equity,638632,349226,73,B,Nationwide Lead Gen,NEW
VA-S-2605,Samuel,Walker,+17577454490,samuel.walker@hotmail.com,,3058 Business Rd,Norfolk,Virginia,VA,90877,Seller,Condemned,Financial Hardship - Needs Cash,348487,306280,73,B,Nationwide Lead Gen,NEW
WA-S-2656,Heather,Rogers,+14253023692,heather.rogers@outlook.com,,1556 Chestnut Way,Bellevue,Washington,WA,64529,Seller,Code Violation,Financial Hardship - Needs Cash,574127,368268,73,B,Nationwide Lead Gen,NEW
WV-B-2745,Brian,Young,+13043537245,brian.young@outlook.com,Brian Investments,,Morgantown,West Virginia,WV,,Buyer,,Investor,0,0,73,B,Nationwide Lead Gen,NEW
WI-S-2769,Frank,Jones,+16084389586,frank.jones@aol.com,,4066 Peak Ln,Madison,Wisconsin,WI,48265,Seller,Judgment,Job Relocation - Must Sell Fast,468599,86174,73,B,Nationwide Lead Gen,NEW
WI-B-2813,Joshua,Price,+14143232500,joshua.price@yahoo.com,Joshua Realty,,Milwaukee,Wisconsin,WI,,Buyer,,REIT,0,0,73,B,Nationwide Lead Gen,NEW
WY-S-2835,Donna,Reyes,+13072647559,donna.reyes@yahoo.com,,4157 Peak Ct,Cheyenne,Wyoming,WY,82035,Seller,Fire Damage,Behind on Mortgage Payments,526585,123030,73,B,Nationwide Lead Gen,NEW
AL-S-0042,Sarah,Rivera,+12568295319,sarah.rivera@gmail.com,,582 Cedar Pkwy,Huntsville,Alabama,AL,54975,Seller,Lien,Divorce Settlement Required,303557,213226,72,B,Nationwide Lead Gen,NEW
AK-B-0104,James,Watson,+19078683329,james.watson@yahoo.com,James Realty,,Anchorage,Alaska,AK,,Buyer,,Investor,0,0,72,B,Nationwide Lead Gen,NEW
AZ-S-0138,Carmen,Foster,+16026831180,carmen.foster@yahoo.com,,1329 Maple St,Phoenix,Arizona,AZ,85079,Seller,Tax Delinquent,Job Relocation - Must Sell Fast,927690,258209,72,B,Nationwide Lead Gen,NEW
AZ-B-0157,Douglas,Roberts,+14807358172,douglas.roberts@gmail.com,,,Chandler,Arizona,AZ,,Buyer,,REIT,0,0,72,B,Nationwide Lead Gen,NEW
CA-S-0215,Rebecca,Johnson,+16289926204,rebecca.johnson@gmail.com,,4076 Commerce Dr,San Francisco,California,CA,18377,Seller,Utility Shutoff,Absentee Owner - Lives Out of State,121630,210392,72,B,Nationwide Lead Gen,NEW
CA-S-0218,Elena,Hughes,+15109572109,elena.hughes@gmail.com,,2394 Hill Ln,Oakland,California,CA,44600,Seller,High Equity,Tired Landlord - Ready to Exit,263277,223394,72,B,Nationwide Lead Gen,NEW
CO-B-0360,Alexander,Robinson,+13039805461,alexander.robinson@yahoo.com,Alexander Solutions,,Aurora,Colorado,CO,,Buyer,,REIT,0,0,72,B,Nationwide Lead Gen,NEW
CT-S-0393,Ronald,Cruz,+18608698751,ronald.cruz@aol.com,,8121 Cedar Dr,Hartford,Connecticut,CT,6143,Seller,Condemned,Absentee Owner - Lives Out of State,442452,397011,72,B,Nationwide Lead Gen,NEW
CT-B-0419,Gary,Davis,+14759801501,gary.davis@gmail.com,,,New Haven,Connecticut,CT,,Buyer,,Developer,0,0,72,B,Nationwide Lead Gen,NEW
CT-B-0429,Carolyn,Stewart,+12039953663,carolyn.stewart@gmail.com,Carolyn Holdings,,Bridgeport,Connecticut,CT,,Buyer,,Investor,0,0,72,B,Nationwide Lead Gen,NEW
GA-B-0607,Ruth,Rogers,+19129527836,ruth.rogers@outlook.com,,,Savannah,Georgia,GA,,Buyer,,Property Manager,0,0,72,B,Nationwide Lead Gen,NEW
HI-S-0616,Nathan,Morales,+18082728150,nathan.morales@aol.com,,4350 River Ave,Hilo,Hawaii,HI,43327,Seller,Pre-Foreclosure,Behind on Mortgage Payments,264832,341926,72,B,Nationwide Lead Gen,NEW
IL-S-0708,Benjamin,Young,+16307117458,benjamin.young@outlook.com,,5876 Jefferson Ave,Aurora,Illinois,IL,79130,Seller,Lien,Financial Hardship - Needs Cash,758591,166148,72,B,Nationwide Lead Gen,NEW
